,Timestamp,id,lat,long,LastName,FirstName,CarID,CurrentEmploymentType,CurrentEmploymentTitle,time_delta_seconds,timestamp_salida,time_delta_minutes,weekend,workable_hour,workable_move,hour,moment_of_day,dates
230071,2014-01-09 12:34:05,12,36.05194006,24.87081658,Cocinaro,Hideki,12.0,Security,Site Control,5756.0,2014-01-09 14:10:01,95.93333333333334,False,True,True,12,Morning,2014-01-09
230172,2014-01-09 14:12:05,12,36.04802369,24.87957124,Cocinaro,Hideki,12.0,Security,Site Control,10916.0,2014-01-09 17:14:01,181.93333333333334,False,True,True,14,Afternoon,2014-01-09
230456,2014-01-09 17:20:41,12,36.06782723,24.89916103,Cocinaro,Hideki,12.0,Security,Site Control,50900.0,2014-01-10 07:29:01,848.3333333333334,False,True,True,17,Afternoon,2014-01-09
230644,2014-01-10 07:35:16,12,36.06363494,24.88591991,Cocinaro,Hideki,12.0,Security,Site Control,1005.0,2014-01-10 07:52:01,16.75,False,True,True,7,Morning,2014-01-10
230975,2014-01-10 07:59:09,12,36.04802109,24.8795754,Cocinaro,Hideki,12.0,Security,Site Control,15772.0,2014-01-10 12:22:01,262.8666666666667,False,True,True,7,Morning,2014-01-10
231121,2014-01-10 12:25:23,12,36.05449773,24.89996523,Cocinaro,Hideki,12.0,Security,Site Control,6458.0,2014-01-10 14:13:01,107.63333333333334,False,True,True,12,Morning,2014-01-10
231268,2014-01-10 14:16:23,12,36.04802246,24.87956773,Cocinaro,Hideki,12.0,Security,Site Control,10658.0,2014-01-10 17:14:01,177.63333333333333,False,True,True,14,Afternoon,2014-01-10
231549,2014-01-10 17:20:41,12,36.06772571,24.89910831,Cocinaro,Hideki,12.0,Security,Site Control,5780.0,2014-01-10 18:57:01,96.33333333333333,False,True,True,17,Afternoon,2014-01-10
231643,2014-01-10 19:00:19,12,36.05579659,24.90255973,Cocinaro,Hideki,12.0,Security,Site Control,5262.0,2014-01-10 20:28:01,87.7,False,True,True,19,Evening,2014-01-10
231735,2014-01-10 20:31:19,12,36.06781595,24.89912887,Cocinaro,Hideki,12.0,Security,Site Control,59382.0,2014-01-11 13:01:01,989.7,False,True,True,20,Evening,2014-01-10
232122,2014-01-11 13:11:04,12,36.06586962,24.85237454,Cocinaro,Hideki,12.0,Security,Site Control,777.0,2014-01-11 13:24:01,12.95,True,True,False,13,Afternoon,2014-01-11
232123,2014-01-11 13:24:01,12,36.06584556,24.85237445,Cocinaro,Hideki,12.0,Security,Site Control,3240.0,2014-01-11 14:18:01,54.0,True,True,False,13,Afternoon,2014-01-11
232495,2014-01-11 14:28:05,12,36.06773236,24.89916757,Cocinaro,Hideki,12.0,Security,Site Control,14216.0,2014-01-11 18:25:01,236.93333333333334,True,True,False,14,Afternoon,2014-01-11
232892,2014-01-11 18:35:05,12,36.06582771,24.85237703,Cocinaro,Hideki,12.0,Security,Site Control,7136.0,2014-01-11 20:34:01,118.93333333333334,True,True,False,18,Afternoon,2014-01-11
233253,2014-01-11 20:44:03,12,36.06772981,24.89915224,Cocinaro,Hideki,12.0,Security,Site Control,598.0,2014-01-11 20:54:01,9.966666666666667,True,True,False,20,Evening,2014-01-11
233254,2014-01-11 20:54:01,12,36.06776675,24.899171,Cocinaro,Hideki,12.0,Security,Site Control,77580.0,2014-01-12 18:27:01,1293.0,True,True,False,20,Evening,2014-01-11
233333,2014-01-12 18:31:01,12,36.05579024,24.90250775,Cocinaro,Hideki,12.0,Security,Site Control,3480.0,2014-01-12 19:29:01,58.0,True,True,False,18,Afternoon,2014-01-12
233430,2014-01-12 19:32:19,12,36.06772742,24.89919259,Cocinaro,Hideki,12.0,Security,Site Control,43602.0,2014-01-13 07:39:01,726.7,True,True,False,19,Evening,2014-01-12
233635,2014-01-13 07:45:16,12,36.06364205,24.88588706,Cocinaro,Hideki,12.0,Security,Site Control,705.0,2014-01-13 07:57:01,11.75,False,True,True,7,Morning,2014-01-13
233963,2014-01-13 08:04:09,12,36.04802768,24.87957656,Cocinaro,Hideki,12.0,Security,Site Control,14812.0,2014-01-13 12:11:01,246.86666666666667,False,True,True,8,Morning,2014-01-13
234125,2014-01-13 12:14:42,12,36.05581918,24.90248716,Cocinaro,Hideki,12.0,Security,Site Control,6259.0,2014-01-13 13:59:01,104.31666666666666,False,True,True,12,Morning,2014-01-13
234280,2014-01-13 14:02:41,12,36.04803299,24.87956995,Cocinaro,Hideki,12.0,Security,Site Control,380.0,2014-01-13 14:09:01,6.333333333333333,False,True,True,14,Afternoon,2014-01-13
234281,2014-01-13 14:09:01,12,36.04802544,24.87956788,Cocinaro,Hideki,12.0,Security,Site Control,11880.0,2014-01-13 17:27:01,198.0,False,True,True,14,Afternoon,2014-01-13
234556,2014-01-13 17:33:41,12,36.06774798,24.89906735,Cocinaro,Hideki,12.0,Security,Site Control,4520.0,2014-01-13 18:49:01,75.33333333333333,False,True,True,17,Afternoon,2014-01-13
234648,2014-01-13 18:52:19,12,36.05577947,24.9025267,Cocinaro,Hideki,12.0,Security,Site Control,8202.0,2014-01-13 21:09:01,136.7,False,True,True,18,Afternoon,2014-01-13
234736,2014-01-13 21:12:18,12,36.06770151,24.89918017,Cocinaro,Hideki,12.0,Security,Site Control,403.0,2014-01-13 21:19:01,6.716666666666667,False,False,False,21,Evening,2014-01-13
234737,2014-01-13 21:19:01,12,36.06778199,24.89909885,Cocinaro,Hideki,12.0,Security,Site Control,35760.0,2014-01-14 07:15:01,596.0,False,False,False,21,Evening,2014-01-13
234935,2014-01-14 07:21:16,12,36.06364973,24.88587372,Cocinaro,Hideki,12.0,Security,Site Control,1725.0,2014-01-14 07:50:01,28.75,False,True,True,7,Morning,2014-01-14
235258,2014-01-14 07:57:09,12,36.0480259,24.87956533,Cocinaro,Hideki,12.0,Security,Site Control,14872.0,2014-01-14 12:05:01,247.86666666666667,False,True,True,7,Morning,2014-01-14
235356,2014-01-14 12:07:05,12,36.05197523,24.87077007,Cocinaro,Hideki,12.0,Security,Site Control,6836.0,2014-01-14 14:01:01,113.93333333333334,False,True,True,12,Morning,2014-01-14
235463,2014-01-14 14:03:05,12,36.04803094,24.87957097,Cocinaro,Hideki,12.0,Security,Site Control,12056.0,2014-01-14 17:24:01,200.93333333333334,False,True,True,14,Afternoon,2014-01-14
235730,2014-01-14 17:30:41,12,36.06781731,24.89915958,Cocinaro,Hideki,12.0,Security,Site Control,6920.0,2014-01-14 19:26:01,115.33333333333333,False,True,True,17,Afternoon,2014-01-14
235825,2014-01-14 19:29:19,12,36.05580573,24.90246507,Cocinaro,Hideki,12.0,Security,Site Control,1962.0,2014-01-14 20:02:01,32.7,False,True,True,19,Evening,2014-01-14
235908,2014-01-14 20:05:19,12,36.06781135,24.89913767,Cocinaro,Hideki,12.0,Security,Site Control,39942.0,2014-01-15 07:11:01,665.7,False,True,True,20,Evening,2014-01-14
236100,2014-01-15 07:17:16,12,36.06368345,24.88590789,Cocinaro,Hideki,12.0,Security,Site Control,1905.0,2014-01-15 07:49:01,31.75,False,True,True,7,Morning,2014-01-15
236445,2014-01-15 07:56:09,12,36.04803178,24.87957336,Cocinaro,Hideki,12.0,Security,Site Control,15832.0,2014-01-15 12:20:01,263.8666666666667,False,True,True,7,Morning,2014-01-15
236542,2014-01-15 12:22:05,12,36.05195807,24.87080923,Cocinaro,Hideki,12.0,Security,Site Control,5096.0,2014-01-15 13:47:01,84.93333333333334,False,True,True,12,Morning,2014-01-15
236645,2014-01-15 13:49:05,12,36.0480321,24.87956518,Cocinaro,Hideki,12.0,Security,Site Control,13436.0,2014-01-15 17:33:01,223.93333333333334,False,True,True,13,Afternoon,2014-01-15
236910,2014-01-15 17:39:41,12,36.06779031,24.89918987,Cocinaro,Hideki,12.0,Security,Site Control,4040.0,2014-01-15 18:47:01,67.33333333333333,False,True,True,17,Afternoon,2014-01-15
237314,2014-01-15 18:57:35,12,36.06582821,24.84978738,Cocinaro,Hideki,12.0,Security,Site Control,2126.0,2014-01-15 19:33:01,35.43333333333333,False,True,True,18,Afternoon,2014-01-15
237734,2014-01-15 19:43:35,12,36.06780658,24.89908568,Cocinaro,Hideki,12.0,Security,Site Control,42146.0,2014-01-16 07:26:01,702.4333333333333,False,True,True,19,Evening,2014-01-15
237927,2014-01-16 07:32:16,12,36.06365602,24.88589479,Cocinaro,Hideki,12.0,Security,Site Control,825.0,2014-01-16 07:46:01,13.75,False,True,True,7,Morning,2014-01-16
238248,2014-01-16 07:53:09,12,36.04803048,24.87957465,Cocinaro,Hideki,12.0,Security,Site Control,15832.0,2014-01-16 12:17:01,263.8666666666667,False,True,True,7,Morning,2014-01-16
238570,2014-01-16 12:25:17,12,36.06346905,24.85103453,Cocinaro,Hideki,12.0,Security,Site Control,5204.0,2014-01-16 13:52:01,86.73333333333333,False,True,True,12,Morning,2014-01-16
238896,2014-01-16 14:00:17,12,36.0480253,24.87957429,Cocinaro,Hideki,12.0,Security,Site Control,13124.0,2014-01-16 17:39:01,218.73333333333332,False,True,True,14,Afternoon,2014-01-16
239170,2014-01-16 17:45:41,12,36.06776098,24.89907486,Cocinaro,Hideki,12.0,Security,Site Control,6140.0,2014-01-16 19:28:01,102.33333333333333,False,True,True,17,Afternoon,2014-01-16
239271,2014-01-16 19:31:19,12,36.05574761,24.90248473,Cocinaro,Hideki,12.0,Security,Site Control,4182.0,2014-01-16 20:41:01,69.7,False,True,True,19,Evening,2014-01-16
239366,2014-01-16 20:44:19,12,36.06774733,24.89916374,Cocinaro,Hideki,12.0,Security,Site Control,39222.0,2014-01-17 07:38:01,653.7,False,True,True,20,Evening,2014-01-16
239842,2014-01-17 07:49:40,12,36.04803227,24.87957264,Cocinaro,Hideki,12.0,Security,Site Control,16641.0,2014-01-17 12:27:01,277.35,False,True,True,7,Morning,2014-01-17
240179,2014-01-17 12:35:26,12,36.06584683,24.852366500000002,Cocinaro,Hideki,12.0,Security,Site Control,5495.0,2014-01-17 14:07:01,91.58333333333333,False,True,True,12,Morning,2014-01-17
240532,2014-01-17 14:15:26,12,36.04803136,24.8795671,Cocinaro,Hideki,12.0,Security,Site Control,12035.0,2014-01-17 17:36:01,200.58333333333334,False,True,True,14,Afternoon,2014-01-17
240798,2014-01-17 17:42:41,12,36.06779136,24.89907134,Cocinaro,Hideki,12.0,Security,Site Control,4220.0,2014-01-17 18:53:01,70.33333333333333,False,True,True,17,Afternoon,2014-01-17
241134,2014-01-17 19:03:01,12,36.06035379,24.85653534,Cocinaro,Hideki,12.0,Security,Site Control,6480.0,2014-01-17 20:51:01,108.0,False,True,True,19,Evening,2014-01-17
241460,2014-01-17 21:01:01,12,36.06783486,24.89913116,Cocinaro,Hideki,12.0,Security,Site Control,76860.0,2014-01-18 18:22:01,1281.0,False,False,False,21,Evening,2014-01-17
241555,2014-01-19 18:25:19,12,36.05583715,24.90255629,Cocinaro,Hideki,12.0,Security,Site Control,6762.0,2014-01-19 20:18:01,112.7,True,True,False,18,Afternoon,2014-01-19
241709,2014-01-06 07:29:36,13,36.05410986,24.901236899999997,Ferro,Inga,13.0,Security,Site Control,2005.0,2014-01-06 08:03:01,33.416666666666664,False,True,True,7,Morning,2014-01-06
241929,2014-01-06 08:08:12,13,36.04803188,24.87956805,Ferro,Inga,13.0,Security,Site Control,14449.0,2014-01-06 12:09:01,240.81666666666666,False,True,True,8,Morning,2014-01-06
242182,2014-01-06 12:15:16,13,36.05979141,24.85803821,Ferro,Inga,13.0,Security,Site Control,6945.0,2014-01-06 14:11:01,115.75,False,True,True,12,Morning,2014-01-06
242454,2014-01-06 14:17:16,13,36.04802533,24.87956811,Ferro,Inga,13.0,Security,Site Control,12165.0,2014-01-06 17:40:01,202.75,False,True,True,14,Afternoon,2014-01-06
242638,2014-01-06 17:44:46,13,36.06034789,24.90568816,Ferro,Inga,13.0,Security,Site Control,5655.0,2014-01-06 19:19:01,94.25,False,True,True,17,Afternoon,2014-01-06
242666,2014-01-06 19:21:47,13,36.05575554,24.90252809,Ferro,Inga,13.0,Security,Site Control,4034.0,2014-01-06 20:29:01,67.23333333333333,False,True,True,19,Evening,2014-01-06
242696,2014-01-06 20:30:05,13,36.06035588,24.90561931,Ferro,Inga,13.0,Security,Site Control,40016.0,2014-01-07 07:37:01,666.9333333333333,False,True,True,20,Evening,2014-01-06
242760,2014-01-07 07:39:36,13,36.05402982,24.9012263,Ferro,Inga,13.0,Security,Site Control,1885.0,2014-01-07 08:11:01,31.416666666666668,False,True,True,7,Morning,2014-01-07
242994,2014-01-07 08:16:12,13,36.04802449,24.87956816,Ferro,Inga,13.0,Security,Site Control,12409.0,2014-01-07 11:43:01,206.81666666666666,False,True,True,8,Morning,2014-01-07
243250,2014-01-07 11:48:57,13,36.06322906,24.90012049,Ferro,Inga,13.0,Security,Site Control,304.0,2014-01-07 11:54:01,5.066666666666666,False,True,True,11,Morning,2014-01-07
243251,2014-01-07 11:54:01,13,36.06323975,24.90016646,Ferro,Inga,13.0,Security,Site Control,1440.0,2014-01-07 12:18:01,24.0,False,True,True,11,Morning,2014-01-07
243630,2014-01-07 12:27:57,13,36.06346302,24.85097413,Ferro,Inga,13.0,Security,Site Control,5464.0,2014-01-07 13:59:01,91.06666666666666,False,True,True,12,Morning,2014-01-07
243953,2014-01-07 14:07:17,13,36.04802777,24.87957662,Ferro,Inga,13.0,Security,Site Control,12104.0,2014-01-07 17:29:01,201.73333333333332,False,True,True,14,Afternoon,2014-01-07
244132,2014-01-07 17:33:46,13,36.06044201,24.90560022,Ferro,Inga,13.0,Security,Site Control,3735.0,2014-01-07 18:36:01,62.25,False,True,True,17,Afternoon,2014-01-07
244160,2014-01-07 18:37:05,13,36.05581565,24.90248224,Ferro,Inga,13.0,Security,Site Control,4376.0,2014-01-07 19:50:01,72.93333333333334,False,True,True,18,Afternoon,2014-01-07
244192,2014-01-07 19:52:01,13,36.06033621,24.90567974,Ferro,Inga,13.0,Security,Site Control,41100.0,2014-01-08 07:17:01,685.0,False,True,True,19,Evening,2014-01-07
244265,2014-01-08 07:19:36,13,36.05403277,24.90118612,Ferro,Inga,13.0,Security,Site Control,2725.0,2014-01-08 08:05:01,45.416666666666664,False,True,True,7,Morning,2014-01-08
244491,2014-01-08 08:10:12,13,36.04802362,24.87957543,Ferro,Inga,13.0,Security,Site Control,14029.0,2014-01-08 12:04:01,233.81666666666666,False,True,True,8,Morning,2014-01-08
244747,2014-01-08 12:10:16,13,36.05978825,24.85802081,Ferro,Inga,13.0,Security,Site Control,6165.0,2014-01-08 13:53:01,102.75,False,True,True,12,Morning,2014-01-08
244997,2014-01-08 13:59:16,13,36.04802218,24.87957261,Ferro,Inga,13.0,Security,Site Control,12465.0,2014-01-08 17:27:01,207.75,False,True,True,13,Afternoon,2014-01-08
245189,2014-01-08 17:31:46,13,36.06037737,24.9056699,Ferro,Inga,13.0,Security,Site Control,5655.0,2014-01-08 19:06:01,94.25,False,True,True,17,Afternoon,2014-01-08
245225,2014-01-08 19:07:05,13,36.05580473,24.90256079,Ferro,Inga,13.0,Security,Site Control,6956.0,2014-01-08 21:03:01,115.93333333333334,False,True,True,19,Evening,2014-01-08
245251,2014-01-08 21:04:05,13,36.06044475,24.90560219,Ferro,Inga,13.0,Security,Site Control,38516.0,2014-01-09 07:46:01,641.9333333333333,False,False,False,21,Evening,2014-01-08
245328,2014-01-09 07:48:36,13,36.05407851,24.90121141,Ferro,Inga,13.0,Security,Site Control,805.0,2014-01-09 08:02:01,13.416666666666666,False,True,True,7,Morning,2014-01-09
245556,2014-01-09 08:07:12,13,36.04802531,24.87956967,Ferro,Inga,13.0,Security,Site Control,12169.0,2014-01-09 11:30:01,202.81666666666666,False,True,True,8,Morning,2014-01-09
245970,2014-01-09 11:43:24,13,36.06948825,24.84152312,Ferro,Inga,13.0,Security,Site Control,2497.0,2014-01-09 12:25:01,41.61666666666667,False,True,True,11,Morning,2014-01-09
246052,2014-01-09 12:27:46,13,36.06342426,24.85099565,Ferro,Inga,13.0,Security,Site Control,6615.0,2014-01-09 14:18:01,110.25,False,True,True,12,Morning,2014-01-09
246390,2014-01-09 14:26:17,13,36.04803147,24.87956519,Ferro,Inga,13.0,Security,Site Control,10424.0,2014-01-09 17:20:01,173.73333333333332,False,True,True,14,Afternoon,2014-01-09
246584,2014-01-09 17:24:46,13,36.06044428,24.90567619,Ferro,Inga,13.0,Security,Site Control,50775.0,2014-01-10 07:31:01,846.25,False,True,True,17,Afternoon,2014-01-09
246667,2014-01-10 07:33:36,13,36.05410587,24.9012268,Ferro,Inga,13.0,Security,Site Control,2365.0,2014-01-10 08:13:01,39.416666666666664,False,True,True,7,Morning,2014-01-10
246915,2014-01-10 08:18:12,13,36.048022499999995,24.87957675,Ferro,Inga,13.0,Security,Site Control,10969.0,2014-01-10 11:21:01,182.81666666666666,False,True,True,8,Morning,2014-01-10
247182,2014-01-10 11:26:58,13,36.06323236,24.90006525,Ferro,Inga,13.0,Security,Site Control,2943.0,2014-01-10 12:16:01,49.05,False,True,True,11,Morning,2014-01-10
247524,2014-01-10 12:25:57,13,36.06342572,24.85098596,Ferro,Inga,13.0,Security,Site Control,6184.0,2014-01-10 14:09:01,103.06666666666666,False,True,True,12,Morning,2014-01-10
247862,2014-01-10 14:17:17,13,36.04803225,24.8795762,Ferro,Inga,13.0,Security,Site Control,11444.0,2014-01-10 17:28:01,190.73333333333332,False,True,True,14,Afternoon,2014-01-10
248058,2014-01-10 17:32:46,13,36.06043669,24.90563523,Ferro,Inga,13.0,Security,Site Control,4515.0,2014-01-10 18:48:01,75.25,False,True,True,17,Afternoon,2014-01-10
248377,2014-01-10 18:56:13,13,36.05283663,24.86858955,Ferro,Inga,13.0,Security,Site Control,5208.0,2014-01-10 20:23:01,86.8,False,True,True,18,Afternoon,2014-01-10
248689,2014-01-10 20:31:13,13,36.06041929,24.90567149,Ferro,Inga,13.0,Security,Site Control,79008.0,2014-01-11 18:28:01,1316.8,False,True,True,20,Evening,2014-01-10
249087,2014-01-11 18:38:45,13,36.0658403,24.85238796,Ferro,Inga,13.0,Security,Site Control,2416.0,2014-01-11 19:19:01,40.266666666666666,True,True,False,18,Afternoon,2014-01-11
249462,2014-01-11 19:29:45,13,36.060331700000006,24.90567919,Ferro,Inga,13.0,Security,Site Control,61756.0,2014-01-12 12:39:01,1029.2666666666667,True,True,False,19,Evening,2014-01-11
249780,2014-01-12 12:46:45,13,36.05197174,24.87078921,Ferro,Inga,13.0,Security,Site Control,2656.0,2014-01-12 13:31:01,44.266666666666666,True,True,False,12,Morning,2014-01-12
249821,2014-01-12 13:31:52,13,36.05282534,24.868611899999998,Ferro,Inga,13.0,Security,Site Control,7449.0,2014-01-12 15:36:01,124.15,True,True,False,13,Afternoon,2014-01-12
250152,2014-01-12 15:44:09,13,36.06040612,24.90549611,Ferro,Inga,13.0,Security,Site Control,532.0,2014-01-12 15:53:01,8.866666666666667,True,True,False,15,Afternoon,2014-01-12
250153,2014-01-12 15:53:01,13,36.06041284,24.90568472,Ferro,Inga,13.0,Security,Site Control,58620.0,2014-01-13 08:10:01,977.0,True,True,False,15,Afternoon,2014-01-12
250234,2014-01-13 08:12:36,13,36.05407249,24.9012505,Ferro,Inga,13.0,Security,Site Control,685.0,2014-01-13 08:24:01,11.416666666666666,False,True,True,8,Morning,2014-01-13
250473,2014-01-13 08:29:12,13,36.04802744,24.87957554,Ferro,Inga,13.0,Security,Site Control,12109.0,2014-01-13 11:51:01,201.81666666666666,False,True,True,8,Morning,2014-01-13
250680,2014-01-13 11:55:36,13,36.05897187,24.89277118,Ferro,Inga,13.0,Security,Site Control,2245.0,2014-01-13 12:33:01,37.416666666666664,False,True,True,11,Morning,2014-01-13
251015,2014-01-13 12:42:02,13,36.06346957,24.85100347,Ferro,Inga,13.0,Security,Site Control,4259.0,2014-01-13 13:53:01,70.98333333333333,False,True,True,12,Morning,2014-01-13
251334,2014-01-13 14:01:17,13,36.04802432,24.87956902,Ferro,Inga,13.0,Security,Site Control,13604.0,2014-01-13 17:48:01,226.73333333333332,False,True,True,14,Afternoon,2014-01-13
251531,2014-01-13 17:52:46,13,36.06043997,24.90561627,Ferro,Inga,13.0,Security,Site Control,4755.0,2014-01-13 19:12:01,79.25,False,True,True,17,Afternoon,2014-01-13
251560,2014-01-13 19:14:01,13,36.0557371,24.90256751,Ferro,Inga,13.0,Security,Site Control,4080.0,2014-01-13 20:22:01,68.0,False,True,True,19,Evening,2014-01-13
251593,2014-01-13 20:23:05,13,36.06038489,24.905629,Ferro,Inga,13.0,Security,Site Control,40196.0,2014-01-14 07:33:01,669.9333333333333,False,True,True,20,Evening,2014-01-13
251666,2014-01-14 07:35:36,13,36.05409885,24.90124705,Ferro,Inga,13.0,Security,Site Control,1765.0,2014-01-14 08:05:01,29.416666666666668,False,True,True,7,Morning,2014-01-14
251902,2014-01-14 08:10:12,13,36.04803092,24.8795671,Ferro,Inga,13.0,Security,Site Control,15289.0,2014-01-14 12:25:01,254.81666666666666,False,True,True,8,Morning,2014-01-14
252052,2014-01-14 12:28:23,13,36.05442227,24.8999754,Ferro,Inga,13.0,Security,Site Control,5678.0,2014-01-14 14:03:01,94.63333333333334,False,True,True,12,Morning,2014-01-14
252200,2014-01-14 14:06:23,13,36.04803058,24.87957318,Ferro,Inga,13.0,Security,Site Control,12038.0,2014-01-14 17:27:01,200.63333333333333,False,True,True,14,Afternoon,2014-01-14
252386,2014-01-14 17:31:46,13,36.06042625,24.9056267,Ferro,Inga,13.0,Security,Site Control,6195.0,2014-01-14 19:15:01,103.25,False,True,True,17,Afternoon,2014-01-14
252424,2014-01-14 19:16:05,13,36.05573012,24.90247529,Ferro,Inga,13.0,Security,Site Control,4796.0,2014-01-14 20:36:01,79.93333333333334,False,True,True,19,Evening,2014-01-14
252461,2014-01-14 20:37:02,13,36.06026488,24.90549163,Ferro,Inga,13.0,Security,Site Control,239.0,2014-01-14 20:41:01,3.9833333333333334,False,True,True,20,Evening,2014-01-14
252462,2014-01-14 20:41:01,13,36.06043268,24.90556634,Ferro,Inga,13.0,Security,Site Control,37860.0,2014-01-15 07:12:01,631.0,False,True,True,20,Evening,2014-01-14
252538,2014-01-15 07:14:36,13,36.0540499,24.90122557,Ferro,Inga,13.0,Security,Site Control,2665.0,2014-01-15 07:59:01,44.416666666666664,False,True,True,7,Morning,2014-01-15
252765,2014-01-15 08:04:12,13,36.04802537,24.87957348,Ferro,Inga,13.0,Security,Site Control,13489.0,2014-01-15 11:49:01,224.81666666666666,False,True,True,8,Morning,2014-01-15
252980,2014-01-15 11:53:36,13,36.05892876,24.89277587,Ferro,Inga,13.0,Security,Site Control,1105.0,2014-01-15 12:12:01,18.416666666666668,False,True,True,11,Morning,2014-01-15
253262,2014-01-15 12:19:21,13,36.05980982,24.85797476,Ferro,Inga,13.0,Security,Site Control,6460.0,2014-01-15 14:07:01,107.66666666666667,False,True,True,12,Morning,2014-01-15
253526,2014-01-15 14:13:16,13,36.04802974,24.87957313,Ferro,Inga,13.0,Security,Site Control,12345.0,2014-01-15 17:39:01,205.75,False,True,True,14,Afternoon,2014-01-15
253702,2014-01-15 17:43:46,13,36.06039209,24.90559196,Ferro,Inga,13.0,Security,Site Control,4755.0,2014-01-15 19:03:01,79.25,False,True,True,17,Afternoon,2014-01-15
254056,2014-01-15 19:12:51,13,36.0603296,24.85656681,Ferro,Inga,13.0,Security,Site Control,2650.0,2014-01-15 19:57:01,44.166666666666664,False,True,True,19,Evening,2014-01-15
254388,2014-01-15 20:06:51,13,36.06040163,24.90567405,Ferro,Inga,13.0,Security,Site Control,42850.0,2014-01-16 08:01:01,714.1666666666666,False,True,True,20,Evening,2014-01-15
254459,2014-01-16 08:03:36,13,36.05404259,24.90127051,Ferro,Inga,13.0,Security,Site Control,985.0,2014-01-16 08:20:01,16.416666666666668,False,True,True,8,Morning,2014-01-16
254704,2014-01-16 08:25:12,13,36.04803105,24.87957419,Ferro,Inga,13.0,Security,Site Control,11089.0,2014-01-16 11:30:01,184.81666666666666,False,True,True,8,Morning,2014-01-16
254835,2014-01-16 11:33:18,13,36.05016898,24.90045428,Ferro,Inga,13.0,Security,Site Control,3163.0,2014-01-16 12:26:01,52.71666666666667,False,True,True,11,Morning,2014-01-16
254875,2014-01-16 12:27:15,13,36.05581139,24.90255342,Ferro,Inga,13.0,Security,Site Control,4906.0,2014-01-16 13:49:01,81.76666666666667,False,True,True,12,Morning,2014-01-16
255031,2014-01-16 13:52:42,13,36.04802159,24.87956503,Ferro,Inga,13.0,Security,Site Control,12919.0,2014-01-16 17:28:01,215.31666666666666,False,True,True,13,Afternoon,2014-01-16
255218,2014-01-16 17:32:46,13,36.06039571,24.90559788,Ferro,Inga,13.0,Security,Site Control,3735.0,2014-01-16 18:35:01,62.25,False,True,True,17,Afternoon,2014-01-16
255629,2014-01-16 18:45:26,13,36.07522191,24.85626448,Ferro,Inga,13.0,Security,Site Control,6035.0,2014-01-16 20:26:01,100.58333333333333,False,True,True,18,Afternoon,2014-01-16
256013,2014-01-16 20:36:25,13,36.06041996,24.90564076,Ferro,Inga,13.0,Security,Site Control,39696.0,2014-01-17 07:38:01,661.6,False,True,True,20,Evening,2014-01-16
256089,2014-01-17 07:40:36,13,36.05411816,24.901204800000002,Ferro,Inga,13.0,Security,Site Control,2605.0,2014-01-17 08:24:01,43.416666666666664,False,True,True,7,Morning,2014-01-17
256309,2014-01-17 08:29:12,13,36.04802187,24.87957141,Ferro,Inga,13.0,Security,Site Control,9469.0,2014-01-17 11:07:01,157.81666666666666,False,True,True,8,Morning,2014-01-17
256856,2014-01-17 11:19:32,13,36.08067825,24.84683236,Ferro,Inga,13.0,Security,Site Control,2669.0,2014-01-17 12:04:01,44.483333333333334,False,True,True,11,Morning,2014-01-17
257096,2014-01-17 12:10:34,13,36.05977401,24.85807445,Ferro,Inga,13.0,Security,Site Control,6507.0,2014-01-17 13:59:01,108.45,False,True,True,12,Morning,2014-01-17
257374,2014-01-17 14:05:16,13,36.048029,24.87957579,Ferro,Inga,13.0,Security,Site Control,12225.0,2014-01-17 17:29:01,203.75,False,True,True,14,Afternoon,2014-01-17
257556,2014-01-17 17:33:46,13,36.06041712,24.90559778,Ferro,Inga,13.0,Security,Site Control,3795.0,2014-01-17 18:37:01,63.25,False,True,True,17,Afternoon,2014-01-17
257585,2014-01-17 18:38:05,13,36.05580937,24.90255733,Ferro,Inga,13.0,Security,Site Control,6236.0,2014-01-17 20:22:01,103.93333333333334,False,True,True,18,Afternoon,2014-01-17
257616,2014-01-17 20:23:05,13,36.06039484,24.9055792,Ferro,Inga,13.0,Security,Site Control,53396.0,2014-01-18 11:13:01,889.9333333333333,False,True,True,20,Evening,2014-01-17
258108,2014-01-18 11:26:26,13,36.08063286,24.84676787,Ferro,Inga,13.0,Security,Site Control,2855.0,2014-01-18 12:14:01,47.583333333333336,True,True,False,11,Morning,2014-01-18
258109,2014-01-18 12:14:01,13,36.08067087,24.84687083,Ferro,Inga,13.0,Security,Site Control,2700.0,2014-01-18 12:59:01,45.0,True,True,False,12,Morning,2014-01-18
258683,2014-01-18 13:13:42,13,36.05444903,24.89986919,Ferro,Inga,13.0,Security,Site Control,3259.0,2014-01-18 14:08:01,54.31666666666667,True,True,False,13,Afternoon,2014-01-18
258746,2014-01-18 14:09:45,13,36.06032707,24.90560515,Ferro,Inga,13.0,Security,Site Control,15916.0,2014-01-18 18:35:01,265.26666666666665,True,True,False,14,Afternoon,2014-01-18
258797,2014-01-18 18:36:45,13,36.05450382,24.89991219,Ferro,Inga,13.0,Security,Site Control,6196.0,2014-01-18 20:20:01,103.26666666666667,True,True,False,18,Afternoon,2014-01-18
